a	b	c	IP	FU000385	FU000387	FU000389	FU000391	FU000393	FU000395	FU000397	FU000399	FU000401	FU000403	FU000405	FU000407	FU000409	FU000411	FU000413	FU000415	FU000417	FU000419	FU000423	FU000425	FU000427	FU000429	FU000431	FU000433	FU000435	FU000437	FU000439	FU000441	FU000443	FU000445	FU000447	FU000449	FU000451	FU000453	FU000455	FU000457
Q9UNZ5	1	99	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0
Q9UPP1	1	1060	N	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0
Q9UPY3	1	1922	N	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Q9UQ35	1	2752	N	4	7	3	10	10	11	8	6	10	5	10	9	3	10	12	10	3	6	10	8	6	6	8	2	6	4	17	8	14	9	8	11	3	15	14	9
Q9UQ80	1	394	N	2	0	2	0	3	2	1	1	2	1	2	3	2	0	2	2	0	1	2	3	0	0	1	1	2	2	2	1	4	2	1	3	2	3	2	2
Q9Y221	1	180	N	0	0	0	0	5	2	2	3	0	0	0	0	0	0	0	0	2	4	7	7	0	0	0	0	0	0	0	0	0	7	0	0	4	0	5	0
Q9Y237	1	131	N	4	4	5	3	4	5	4	2	4	4	6	6	4	6	8	5	5	5	6	6	2	4	6	4	4	5	5	4	8	2	7	8	4	6	2	7
Q9Y241	1	93	N	0	0	1	2	2	0	0	0	2	3	0	0	0	0	2	2	0	0	0	3	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
Q9Y265	1	456	N	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	1
Q9Y285	1	508	N	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
Q9Y295	1	367	N	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	0	1	0	3	0	0
Q9Y2B0	1	182	N	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	0	0
Q9Y2R4	1	599	N	0	0	0	0	11	13	9	16	0	0	0	0	0	0	0	0	2	6	7	6	0	0	0	0	0	12	0	0	0	11	0	0	11	0	10	0
Q9Y2R5	1	130	N	0	0	0	0	2	3	2	5	0	0	0	0	0	0	0	0	4	3	3	3	0	0	0	0	0	2	0	0	0	4	0	0	2	0	2	0
Q9Y2S6	1	64	N	4	3	1	3	4	0	0	0	8	4	1	7	3	4	12	9	0	5	5	13	2	2	5	6	6	1	11	1	9	0	5	8	0	12	2	6
Q9Y2S7	1	368	N	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y2V2	1	147	N	3	5	4	5	3	2	3	4	7	7	7	8	6	4	3	5	4	4	2	5	3	5	4	6	8	4	5	5	5	4	6	5	5	4	5	8
Q9Y2W1	1	955	N	4	4	7	8	12	8	6	6	10	8	8	10	0	0	5	0	3	1	1	7	0	1	2	1	0	0	5	0	8	6	0	1	1	10	1	3
Q9Y2W2	1	641	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	0	2	0	0
Q9Y2X3	1	529	N	1	0	1	1	18	17	13	14	2	0	1	0	0	1	6	2	14	15	16	23	0	0	1	0	0	14	10	1	20	19	1	2	12	9	16	2
Q9Y2Z0	1	365	N	0	1	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	1	0	0	1
Q9Y314	1	301	N	7	7	8	9	4	4	1	2	13	7	8	10	8	10	11	12	3	3	3	6	6	7	7	7	8	4	9	5	16	4	10	9	2	12	2	7
Q9Y366	1	437	N	1	2	1	2	2	2	2	0	0	1	4	3	1	0	0	1	2	1	0	0	1	0	2	2	1	2	0	2	0	1	3	2	1	0	0	3
Q9Y383	1	392	N	36	38	48	49	46	46	41	43	48	40	40	39	34	37	62	46	36	43	43	51	33	43	41	51	46	48	53	39	62	41	41	47	37	59	39	42
Q9Y388	1	322	N	4	3	3	3	5	5	5	5	5	4	5	4	4	2	6	5	5	4	5	6	2	3	4	2	1	4	3	3	5	4	2	4	5	4	5	3
Q9Y3A4	1	280	N	0	0	0	0	2	2	2	2	0	0	0	0	0	0	0	0	2	3	2	2	0	0	0	0	0	2	0	0	0	2	0	0	1	0	2	0
Q9Y3A5	1	250	N	1	0	0	0	0	0	0	0	0	0	1	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	8	0	18	0	0	0	0	10	0	3
Q9Y3B2	1	195	N	0	0	0	0	6	3	0	3	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	2	0
Q9Y3B4	1	125	N	2	0	2	2	4	4	4	2	2	1	2	2	2	2	2	0	2	2	5	5	1	1	2	2	2	2	0	2	2	2	0	1	2	2	4	1
Q9Y3B9	1	282	N	0	0	0	0	9	6	9	5	0	0	0	0	0	0	2	0	5	5	6	7	0	0	0	0	0	7	0	0	2	6	0	0	4	1	6	0
Q9Y3C1	1	178	N	0	0	0	0	3	5	2	2	0	0	0	0	0	0	0	0	3	2	2	2	0	0	0	0	0	2	0	0	0	3	0	0	2	0	2	0
Q9Y3C6	1	166	N	1	2	4	2	3	4	3	2	3	4	2	4	3	5	6	3	2	2	2	3	2	2	3	6	4	4	5	3	6	2	4	3	4	3	2	2
Q9Y3C8	1	167	N	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y3D2	1	182	N	4	4	6	3	2	1	4	5	9	6	10	11	7	6	2	5	1	2	1	3	0	5	4	2	4	4	3	4	4	8	2	5	2	4	4	5
Q9Y3E1	1	203	N	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	3	0	1
Q9Y3E2	1	137	N	5	3	4	4	6	3	2	1	5	4	5	5	2	5	3	4	0	3	0	3	0	3	2	2	4	3	4	3	1	2	1	4	2	3	1	4
Q9Y3I0	1	505	N	1	1	1	1	4	3	1	0	1	2	2	1	1	0	1	0	0	0	3	2	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0
Q9Y3T9	1	749	N	0	0	0	0	11	10	12	12	0	0	0	0	0	0	0	0	10	9	9	7	0	0	0	0	0	7	0	0	0	9	0	0	7	0	12	0
Q9Y3U8	1	105	N	0	0	0	0	7	9	7	11	0	0	0	0	0	0	0	0	9	10	7	10	0	0	0	0	0	9	0	0	0	10	0	0	7	0	10	0
Q9Y3Y2	1	248	N	0	0	0	0	7	6	6	6	0	0	0	0	0	0	0	0	6	7	6	9	0	0	0	0	0	5	0	0	0	7	0	0	6	0	6	0
Q9Y421	1	112	N	3	0	2	2	3	2	2	2	0	2	2	2	1	2	4	4	3	2	3	4	1	2	2	3	2	2	3	2	5	2	2	1	2	4	3	2
Q9Y450	1	684	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q9Y4C8	1	960	N	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0
Q9Y4E5	1	1061	N	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Q9Y4F1	1	1045	N	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0
Q9Y4P3	1	447	N	0	0	0	0	19	13	17	14	0	0	0	0	0	0	0	0	12	11	20	18	0	0	0	0	0	20	0	0	0	17	0	0	21	0	18	0
Q9Y4W2	1	734	N	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Q9Y4W6	1	797	N	0	0	0	0	0	0	0	0	2	2	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0
Q9Y4X0	1	333	N	3	5	10	5	2	2	3	2	5	7	7	6	5	5	4	5	0	1	2	2	4	5	2	5	7	2	5	5	5	0	6	4	3	4	0	6
Q9Y508	1	228	N	1	0	1	1	1	0	1	0	0	1	0	2	0	1	1	2	0	0	0	0	0	3	1	0	1	0	1	3	0	0	0	1	0	0	0	1
Q9Y520	1	2896	N	0	0	0	0	4	5	0	1	0	0	1	4	0	0	0	0	2	3	0	0	0	1	0	0	0	1	0	0	0	2	0	0	2	1	1	0
Q9Y547	1	144	N	0	0	0	0	0	0	0	0	10	4	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0
Q9Y5A9	1	579	N	0	0	1	0	9	10	2	2	1	1	0	0	0	0	1	2	0	1	14	9	0	0	0	0	0	7	0	0	0	1	0	0	10	0	1	0
Q9Y5B9	1	1047	N	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	3	0	0	2	0	2	0
Q9Y5J1	1	556	N	0	0	0	0	1	3	2	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
Q9Y5J9	1	83	N	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Q9Y5L4	1	95	N	0	0	2	2	1	2	4	4	0	0	0	0	0	0	0	0	3	4	0	1	1	2	0	0	0	0	0	2	0	4	0	0	0	0	4	2
Q9Y5P4	1	624	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
Q9Y5S9	1	174	N	0	0	0	0	2	2	1	1	2	0	1	0	0	0	3	1	4	2	2	4	0	0	0	2	0	2	3	0	6	3	0	2	2	4	3	1
Q9Y5V0	1	76	N	0	0	1	1	2	0	2	2	0	1	0	2	0	1	4	2	0	1	2	2	0	0	0	0	0	1	3	1	5	0	1	3	0	6	0	1
Q9Y5Y2	1	271	N	3	1	3	1	0	0	0	1	1	0	1	0	2	1	1	0	0	0	0	0	0	0	2	1	3	0	0	0	0	1	0	1	0	0	1	2
Q9Y676	1	258	N	0	0	4	0	3	3	2	1	0	0	0	0	2	0	2	2	0	2	2	0	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	0
Q9Y6M1	1	599	N	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Q9Y6V7	1	483	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	5	0	9	0	0	0	0	3	0	0
